SAMPLENAME,TITLE,panelnbr,cellnbr,pname,cellname,Value
META-7958,citric acid,7,19,Leukemia,SR,10.143
META-7959,citric acid,7,19,Leukemia,SR,8.792
META-7960,citric acid,7,19,Leukemia,SR,2.991
META-7958,creatinine,7,19,Leukemia,SR,3.177
META-7959,creatinine,7,19,Leukemia,SR,2.607
META-7960,creatinine,7,19,Leukemia,SR,0.924
META-7958,cysteine,7,19,Leukemia,SR,1.868
META-7959,cysteine,7,19,Leukemia,SR,1.067
META-7960,cysteine,7,19,Leukemia,SR,1.055
META-7958,D-allose,7,19,Leukemia,SR,1.000
META-7959,D-allose,7,19,Leukemia,SR,0.608
META-7960,D-allose,7,19,Leukemia,SR,0.933
META-7958,DL-cystathionine,7,19,Leukemia,SR,0.806
META-7959,DL-cystathionine,7,19,Leukemia,SR,0.834
META-7960,DL-cystathionine,7,19,Leukemia,SR,0.375
META-7958,D-ribose,7,19,Leukemia,SR,2.681
META-7959,D-ribose,7,19,Leukemia,SR,1.996
META-7960,D-ribose,7,19,Leukemia,SR,1.539
META-7958,fumaric acid,7,19,Leukemia,SR,4.078
META-7959,fumaric acid,7,19,Leukemia,SR,2.761
META-7960,fumaric acid,7,19,Leukemia,SR,1.749
META-7958,gluconic acid,7,19,Leukemia,SR,561.688
META-7959,gluconic acid,7,19,Leukemia,SR,505.037
META-7960,gluconic acid,7,19,Leukemia,SR,104.286
META-7958,glucose-6-phosphate,7,19,Leukemia,SR,0.758
META-7959,glucose-6-phosphate,7,19,Leukemia,SR,0.406
META-7960,glucose-6-phosphate,7,19,Leukemia,SR,0.412
META-7958,glutamic acid,7,19,Leukemia,SR,8.882
META-7959,glutamic acid,7,19,Leukemia,SR,7.326
META-7960,glutamic acid,7,19,Leukemia,SR,5.381
META-7958,glutamine,7,19,Leukemia,SR,0.199
META-7959,glutamine,7,19,Leukemia,SR,0.204
META-7960,glutamine,7,19,Leukemia,SR,3.372
META-7958,glyceraldehyde,7,19,Leukemia,SR,0.046
META-7959,glyceraldehyde,7,19,Leukemia,SR,0.208
META-7960,glyceraldehyde,7,19,Leukemia,SR,0.046
META-7958,glyceric acid,7,19,Leukemia,SR,0.132
META-7959,glyceric acid,7,19,Leukemia,SR,0.132
META-7960,glyceric acid,7,19,Leukemia,SR,0.132
META-7958,glycerol,7,19,Leukemia,SR,0.644
META-7959,glycerol,7,19,Leukemia,SR,0.893
META-7960,glycerol,7,19,Leukemia,SR,0.546
META-7958,glycine,7,19,Leukemia,SR,3.095
META-7959,glycine,7,19,Leukemia,SR,2.523
META-7960,glycine,7,19,Leukemia,SR,2.096
META-7958,"gulono-1,4-lactone",7,19,Leukemia,SR,0.031
META-7959,"gulono-1,4-lactone",7,19,Leukemia,SR,0.301
META-7960,"gulono-1,4-lactone",7,19,Leukemia,SR,0.312
META-7958,histidine,7,19,Leukemia,SR,2.101
META-7959,histidine,7,19,Leukemia,SR,1.509
META-7960,histidine,7,19,Leukemia,SR,0.730
META-7958,hypotaurine,7,19,Leukemia,SR,1.484
META-7959,hypotaurine,7,19,Leukemia,SR,1.064
META-7960,hypotaurine,7,19,Leukemia,SR,0.409
META-7958,inositol,7,19,Leukemia,SR,4.650
META-7959,inositol,7,19,Leukemia,SR,3.928
META-7960,inositol,7,19,Leukemia,SR,28.168
META-7958,inositol 1-phosphate,7,19,Leukemia,SR,1.395
META-7959,inositol 1-phosphate,7,19,Leukemia,SR,0.984
META-7960,inositol 1-phosphate,7,19,Leukemia,SR,0.601
META-7958,isoleucine,7,19,Leukemia,SR,3.088
META-7959,isoleucine,7,19,Leukemia,SR,2.522
META-7960,isoleucine,7,19,Leukemia,SR,1.729
META-7958,lactate,7,19,Leukemia,SR,2.221
META-7959,lactate,7,19,Leukemia,SR,1.887
META-7960,lactate,7,19,Leukemia,SR,1.776
META-7958,L-allo-threonine,7,19,Leukemia,SR,1.021
META-7959,L-allo-threonine,7,19,Leukemia,SR,0.884
META-7960,L-allo-threonine,7,19,Leukemia,SR,0.665
META-7958,L-arabitol,7,19,Leukemia,SR,2.159
META-7959,L-arabitol,7,19,Leukemia,SR,1.585
META-7960,L-arabitol,7,19,Leukemia,SR,0.136
META-7958,leucine,7,19,Leukemia,SR,1.439
META-7959,leucine,7,19,Leukemia,SR,1.237
META-7960,leucine,7,19,Leukemia,SR,0.917
META-7958,malic acid,7,19,Leukemia,SR,8.644
META-7959,malic acid,7,19,Leukemia,SR,6.753
META-7960,malic acid,7,19,Leukemia,SR,2.894
META-7958,mannose,7,19,Leukemia,SR,0.085
META-7959,mannose,7,19,Leukemia,SR,0.085
META-7960,mannose,7,19,Leukemia,SR,0.085
META-7958,mannose-6-phosphate,7,19,Leukemia,SR,0.050
META-7959,mannose-6-phosphate,7,19,Leukemia,SR,0.050
META-7960,mannose-6-phosphate,7,19,Leukemia,SR,0.050
META-7958,melatonin,7,19,Leukemia,SR,0.200
META-7959,melatonin,7,19,Leukemia,SR,0.200
META-7960,melatonin,7,19,Leukemia,SR,0.200
META-7958,N(5)-(aminocarbonyl)-L-ornithine,7,19,Leukemia,SR,0.984
META-7959,N(5)-(aminocarbonyl)-L-ornithine,7,19,Leukemia,SR,1.483
META-7960,N(5)-(aminocarbonyl)-L-ornithine,7,19,Leukemia,SR,0.092
META-7958,N-acetylneuraminic acid,7,19,Leukemia,SR,0.776
META-7959,N-acetylneuraminic acid,7,19,Leukemia,SR,0.044
META-7960,N-acetylneuraminic acid,7,19,Leukemia,SR,0.417
META-7958,n-dodecanoate,7,19,Leukemia,SR,1.424
META-7959,n-dodecanoate,7,19,Leukemia,SR,1.340
META-7960,n-dodecanoate,7,19,Leukemia,SR,0.928
META-7958,n-hexadecanoic acid,7,19,Leukemia,SR,0.795
META-7959,n-hexadecanoic acid,7,19,Leukemia,SR,0.584
META-7960,n-hexadecanoic acid,7,19,Leukemia,SR,0.601
META-7958,octopamine,7,19,Leukemia,SR,0.113
META-7959,octopamine,7,19,Leukemia,SR,0.113
META-7960,octopamine,7,19,Leukemia,SR,0.113
META-7958,oleic acid,7,19,Leukemia,SR,0.772
META-7959,oleic acid,7,19,Leukemia,SR,0.870
META-7960,oleic acid,7,19,Leukemia,SR,0.548
META-7958,ornithine,7,19,Leukemia,SR,9.047
META-7959,ornithine,7,19,Leukemia,SR,9.033
META-7960,ornithine,7,19,Leukemia,SR,5.054
META-7958,orotidine 5'-phosphate,7,19,Leukemia,SR,1.893
META-7959,orotidine 5'-phosphate,7,19,Leukemia,SR,1.000
META-7960,orotidine 5'-phosphate,7,19,Leukemia,SR,0.033
META-7958,palmitoleic acid,7,19,Leukemia,SR,0.784
META-7959,palmitoleic acid,7,19,Leukemia,SR,0.539
META-7960,palmitoleic acid,7,19,Leukemia,SR,0.111
META-7958,phosphate,7,19,Leukemia,SR,0.778
META-7959,phosphate,7,19,Leukemia,SR,1.101
META-7960,phosphate,7,19,Leukemia,SR,0.702
META-7958,Possible Artifact-2336 (RI Ladder),7,19,Leukemia,SR,1.028
META-7959,Possible Artifact-2336 (RI Ladder),7,19,Leukemia,SR,0.954
META-7960,Possible Artifact-2336 (RI Ladder),7,19,Leukemia,SR,0.786
META-7958,X-2911,7,19,Leukemia,SR,1.607
META-7959,X-2911,7,19,Leukemia,SR,1.963
META-7960,X-2911,7,19,Leukemia,SR,0.473
META-7958,X-3014,7,19,Leukemia,SR,1.727
META-7959,X-3014,7,19,Leukemia,SR,1.570
META-7960,X-3014,7,19,Leukemia,SR,0.810
META-7958,X-3016,7,19,Leukemia,SR,0.960
META-7959,X-3016,7,19,Leukemia,SR,0.305
META-7960,X-3016,7,19,Leukemia,SR,0.305
META-7958,X-3022,7,19,Leukemia,SR,0.415
META-7959,X-3022,7,19,Leukemia,SR,1.000
META-7960,X-3022,7,19,Leukemia,SR,0.415
META-7958,X-3034,7,19,Leukemia,SR,1.092
META-7959,X-3034,7,19,Leukemia,SR,0.691
META-7960,X-3034,7,19,Leukemia,SR,0.145
META-7958,X-3074,7,19,Leukemia,SR,5.232
META-7959,X-3074,7,19,Leukemia,SR,4.197
META-7960,X-3074,7,19,Leukemia,SR,1.084
META-7958,X-3085 = Inositol 2,7,19,Leukemia,SR,7.106
META-7959,X-3085 = Inositol 2,7,19,Leukemia,SR,7.051
META-7960,X-3085 = Inositol 2,7,19,Leukemia,SR,2.923
META-7958,X-3090,7,19,Leukemia,SR,0.078
META-7959,X-3090,7,19,Leukemia,SR,0.078
META-7960,X-3090,7,19,Leukemia,SR,0.078
META-7958,X-3091,7,19,Leukemia,SR,0.490
META-7959,X-3091,7,19,Leukemia,SR,0.558
META-7960,X-3091,7,19,Leukemia,SR,0.475
META-7958,X-3094,7,19,Leukemia,SR,0.932
META-7959,X-3094,7,19,Leukemia,SR,0.783
META-7960,X-3094,7,19,Leukemia,SR,0.452
META-7958,X-3101,7,19,Leukemia,SR,0.571
META-7959,X-3101,7,19,Leukemia,SR,0.921
META-7960,X-3101,7,19,Leukemia,SR,0.104
META-7958,X-3996,7,19,Leukemia,SR,0.852
META-7959,X-3996,7,19,Leukemia,SR,0.692
META-7960,X-3996,7,19,Leukemia,SR,1.320
META-7958,X-3998,7,19,Leukemia,SR,0.117
META-7959,X-3998,7,19,Leukemia,SR,0.117
META-7960,X-3998,7,19,Leukemia,SR,0.117
META-7958,X-4015,7,19,Leukemia,SR,4.939
META-7959,X-4015,7,19,Leukemia,SR,4.531
META-7960,X-4015,7,19,Leukemia,SR,4.326
META-7958,X-4019,7,19,Leukemia,SR,5.837
META-7959,X-4019,7,19,Leukemia,SR,3.688
META-7960,X-4019,7,19,Leukemia,SR,1.837
META-7958,X-4020,7,19,Leukemia,SR,8.254
META-7959,X-4020,7,19,Leukemia,SR,4.752
META-7960,X-4020,7,19,Leukemia,SR,3.618
META-7958,X-4027,7,19,Leukemia,SR,0.016
META-7959,X-4027,7,19,Leukemia,SR,0.016
META-7960,X-4027,7,19,Leukemia,SR,0.016
META-7958,X-4032,7,19,Leukemia,SR,0.166
META-7959,X-4032,7,19,Leukemia,SR,0.166
META-7960,X-4032,7,19,Leukemia,SR,0.730
META-7958,X-4043,7,19,Leukemia,SR,0.541
META-7959,X-4043,7,19,Leukemia,SR,0.543
META-7960,X-4043,7,19,Leukemia,SR,0.422
META-7958,X-4046,7,19,Leukemia,SR,0.088
META-7959,X-4046,7,19,Leukemia,SR,0.088
META-7960,X-4046,7,19,Leukemia,SR,0.088
META-7958,X-4051,7,19,Leukemia,SR,0.956
META-7959,X-4051,7,19,Leukemia,SR,0.157
META-7960,X-4051,7,19,Leukemia,SR,1.044
META-7958,X-4053,7,19,Leukemia,SR,1.418
META-7959,X-4053,7,19,Leukemia,SR,0.860
META-7960,X-4053,7,19,Leukemia,SR,0.272
META-7958,X-4058,7,19,Leukemia,SR,0.182
META-7959,X-4058,7,19,Leukemia,SR,0.182
META-7960,X-4058,7,19,Leukemia,SR,0.182
META-7958,X-4075,7,19,Leukemia,SR,0.102
META-7959,X-4075,7,19,Leukemia,SR,0.102
META-7960,X-4075,7,19,Leukemia,SR,0.102
META-7958,X-4133,7,19,Leukemia,SR,3.838
META-7959,X-4133,7,19,Leukemia,SR,5.321
META-7960,X-4133,7,19,Leukemia,SR,1.585
META-7958,X-4251,7,19,Leukemia,SR,0.652
META-7959,X-4251,7,19,Leukemia,SR,0.649
META-7960,X-4251,7,19,Leukemia,SR,0.296
META-7958,X-4271,7,19,Leukemia,SR,1.324
META-7959,X-4271,7,19,Leukemia,SR,0.676
META-7960,X-4271,7,19,Leukemia,SR,0.338
META-7958,X-4354,7,19,Leukemia,SR,0.812
META-7959,X-4354,7,19,Leukemia,SR,0.923
META-7960,X-4354,7,19,Leukemia,SR,1.629
META-7958,X-4362,7,19,Leukemia,SR,0.647
META-7959,X-4362,7,19,Leukemia,SR,0.141
META-7960,X-4362,7,19,Leukemia,SR,0.668
META-7958,X-4503,7,19,Leukemia,SR,0.233
META-7959,X-4503,7,19,Leukemia,SR,0.233
META-7960,X-4503,7,19,Leukemia,SR,0.233
META-7958,X-4510,7,19,Leukemia,SR,0.261
META-7959,X-4510,7,19,Leukemia,SR,0.261
META-7960,X-4510,7,19,Leukemia,SR,0.261
META-7958,X-4514,7,19,Leukemia,SR,0.261
META-7959,X-4514,7,19,Leukemia,SR,0.261
META-7960,X-4514,7,19,Leukemia,SR,0.261
META-7958,X-4516,7,19,Leukemia,SR,12.557
META-7959,X-4516,7,19,Leukemia,SR,13.624
META-7960,X-4516,7,19,Leukemia,SR,4.803
META-7958,X-4517,7,19,Leukemia,SR,1.748
META-7959,X-4517,7,19,Leukemia,SR,1.335
META-7960,X-4517,7,19,Leukemia,SR,0.665
META-7958,X-4522,7,19,Leukemia,SR,0.208
META-7959,X-4522,7,19,Leukemia,SR,0.208
META-7960,X-4522,7,19,Leukemia,SR,0.208
META-7958,X-4523,7,19,Leukemia,SR,2.239
META-7959,X-4523,7,19,Leukemia,SR,1.656
META-7960,X-4523,7,19,Leukemia,SR,0.581
META-7958,X-4593,7,19,Leukemia,SR,1.075
META-7959,X-4593,7,19,Leukemia,SR,1.016
META-7960,X-4593,7,19,Leukemia,SR,0.734
META-7958,X-4611,7,19,Leukemia,SR,1.769
META-7959,X-4611,7,19,Leukemia,SR,1.127
META-7960,X-4611,7,19,Leukemia,SR,0.873
META-7958,proline,7,19,Leukemia,SR,3.627
META-7959,proline,7,19,Leukemia,SR,3.004
META-7960,proline,7,19,Leukemia,SR,1.680
META-7958,Putrescine,7,19,Leukemia,SR,0.862
META-7959,Putrescine,7,19,Leukemia,SR,1.112
META-7960,Putrescine,7,19,Leukemia,SR,0.550
META-7958,pyrophosphate,7,19,Leukemia,SR,1.722
META-7959,pyrophosphate,7,19,Leukemia,SR,1.044
META-7960,pyrophosphate,7,19,Leukemia,SR,0.007
META-7958,ribulose-5-phosphate,7,19,Leukemia,SR,0.661
META-7959,ribulose-5-phosphate,7,19,Leukemia,SR,1.561
META-7960,ribulose-5-phosphate,7,19,Leukemia,SR,0.685
META-7958,serine,7,19,Leukemia,SR,0.199
META-7959,serine,7,19,Leukemia,SR,0.157
META-7960,serine,7,19,Leukemia,SR,0.187
META-7958,sn-Glycerol 3-phosphate,7,19,Leukemia,SR,4.790
META-7959,sn-Glycerol 3-phosphate,7,19,Leukemia,SR,4.135
META-7960,sn-Glycerol 3-phosphate,7,19,Leukemia,SR,2.340
META-7958,sorbitol,7,19,Leukemia,SR,51.762
META-7959,sorbitol,7,19,Leukemia,SR,40.988
META-7960,sorbitol,7,19,Leukemia,SR,11.550
META-7958,Spermidine,7,19,Leukemia,SR,1.194
META-7959,Spermidine,7,19,Leukemia,SR,1.719
META-7960,Spermidine,7,19,Leukemia,SR,0.806
META-7958,succinate,7,19,Leukemia,SR,1.246
META-7959,succinate,7,19,Leukemia,SR,1.540
META-7960,succinate,7,19,Leukemia,SR,0.771
META-7958,tetradecanoic acid,7,19,Leukemia,SR,1.000
META-7959,tetradecanoic acid,7,19,Leukemia,SR,0.768
META-7960,tetradecanoic acid,7,19,Leukemia,SR,0.648
META-7958,threonine,7,19,Leukemia,SR,1.000
META-7959,threonine,7,19,Leukemia,SR,0.873
META-7960,threonine,7,19,Leukemia,SR,0.704
META-7958,trans-11-eicosenoic acid,7,19,Leukemia,SR,0.186
META-7959,trans-11-eicosenoic acid,7,19,Leukemia,SR,0.186
META-7960,trans-11-eicosenoic acid,7,19,Leukemia,SR,1.059
META-7958,trans-4-hydroxyproline,7,19,Leukemia,SR,8.027
META-7959,trans-4-hydroxyproline,7,19,Leukemia,SR,6.685
META-7960,trans-4-hydroxyproline,7,19,Leukemia,SR,3.922
META-7958,tyramine,7,19,Leukemia,SR,0.576
META-7959,tyramine,7,19,Leukemia,SR,0.532
META-7960,tyramine,7,19,Leukemia,SR,0.406
META-7958,tyrosine,7,19,Leukemia,SR,1.128
META-7959,tyrosine,7,19,Leukemia,SR,0.918
META-7960,tyrosine,7,19,Leukemia,SR,0.616
META-7958,uracil,7,19,Leukemia,SR,0.013
META-7959,uracil,7,19,Leukemia,SR,0.141
META-7960,uracil,7,19,Leukemia,SR,0.116
META-7958,urea,7,19,Leukemia,SR,1.447
META-7959,urea,7,19,Leukemia,SR,0.499
META-7960,urea,7,19,Leukemia,SR,0.578
META-7958,uric acid,7,19,Leukemia,SR,3.492
META-7959,uric acid,7,19,Leukemia,SR,1.137
META-7960,uric acid,7,19,Leukemia,SR,2.031
META-7958,valine,7,19,Leukemia,SR,0.944
META-7959,valine,7,19,Leukemia,SR,0.765
META-7960,valine,7,19,Leukemia,SR,0.614
META-7958,xanthosine,7,19,Leukemia,SR,0.108
META-7959,xanthosine,7,19,Leukemia,SR,0.108
META-7960,xanthosine,7,19,Leukemia,SR,0.108
META-7958,(2-Aminoethyl)phosphonate,7,19,Leukemia,SR,1.000
META-7959,(2-Aminoethyl)phosphonate,7,19,Leukemia,SR,0.819
META-7960,(2-Aminoethyl)phosphonate,7,19,Leukemia,SR,2.151
META-7958,"2,3-diphospho-D-glyceric acid",7,19,Leukemia,SR,1.149
META-7959,"2,3-diphospho-D-glyceric acid",7,19,Leukemia,SR,1.492
META-7960,"2,3-diphospho-D-glyceric acid",7,19,Leukemia,SR,0.932
META-7958,2'-deoxyadenosine 5'-diphosphate,7,19,Leukemia,SR,0.324
META-7959,2'-deoxyadenosine 5'-diphosphate,7,19,Leukemia,SR,0.324
META-7960,2'-deoxyadenosine 5'-diphosphate,7,19,Leukemia,SR,0.324
META-7958,2'-deoxyuridine,7,19,Leukemia,SR,0.104
META-7959,2'-deoxyuridine,7,19,Leukemia,SR,0.104
META-7960,2'-deoxyuridine,7,19,Leukemia,SR,0.104
META-7958,2'-deoxyuridine 5'-triphosphate,7,19,Leukemia,SR,1.000
META-7959,2'-deoxyuridine 5'-triphosphate,7,19,Leukemia,SR,1.119
META-7960,2'-deoxyuridine 5'-triphosphate,7,19,Leukemia,SR,0.443
META-7958,3-hydroxy-3-methylglutarate,7,19,Leukemia,SR,4.940
META-7959,3-hydroxy-3-methylglutarate,7,19,Leukemia,SR,3.950
META-7960,3-hydroxy-3-methylglutarate,7,19,Leukemia,SR,1.863
META-7958,3-methyl-L-histidine,7,19,Leukemia,SR,1.810
META-7959,3-methyl-L-histidine,7,19,Leukemia,SR,1.670
META-7960,3-methyl-L-histidine,7,19,Leukemia,SR,1.755
META-7958,3-phospho-l-serine,7,19,Leukemia,SR,1.977
META-7959,3-phospho-l-serine,7,19,Leukemia,SR,1.792
META-7960,3-phospho-l-serine,7,19,Leukemia,SR,2.295
META-7958,4-Guanidinobutanoic acid,7,19,Leukemia,SR,0.805
META-7959,4-Guanidinobutanoic acid,7,19,Leukemia,SR,0.438
META-7960,4-Guanidinobutanoic acid,7,19,Leukemia,SR,0.134
META-7958,"5,6-dihydrouracil",7,19,Leukemia,SR,0.219
META-7959,"5,6-dihydrouracil",7,19,Leukemia,SR,0.219
META-7960,"5,6-dihydrouracil",7,19,Leukemia,SR,0.219
META-7958,5'-s-methyl-5'-thioadenosine,7,19,Leukemia,SR,3.360
META-7959,5'-s-methyl-5'-thioadenosine,7,19,Leukemia,SR,2.990
META-7960,5'-s-methyl-5'-thioadenosine,7,19,Leukemia,SR,1.959
META-7958,acetylphosphate,7,19,Leukemia,SR,0.633
META-7959,acetylphosphate,7,19,Leukemia,SR,0.637
META-7960,acetylphosphate,7,19,Leukemia,SR,0.695
META-7958,allantoin,7,19,Leukemia,SR,1.311
META-7959,allantoin,7,19,Leukemia,SR,0.763
META-7960,allantoin,7,19,Leukemia,SR,0.895
META-7958,alpha-keto-glutarate,7,19,Leukemia,SR,1.662
META-7959,alpha-keto-glutarate,7,19,Leukemia,SR,1.000
META-7960,alpha-keto-glutarate,7,19,Leukemia,SR,1.482
META-7958,arginino-succinate,7,19,Leukemia,SR,3.051
META-7959,arginino-succinate,7,19,Leukemia,SR,0.821
META-7960,arginino-succinate,7,19,Leukemia,SR,0.091
META-7958,beta-hydroxypyruvic acid,7,19,Leukemia,SR,1.345
META-7959,beta-hydroxypyruvic acid,7,19,Leukemia,SR,0.420
META-7960,beta-hydroxypyruvic acid,7,19,Leukemia,SR,0.714
META-7958,beta-nicotinamide adenine dinucleotide,7,19,Leukemia,SR,2.611
META-7959,beta-nicotinamide adenine dinucleotide,7,19,Leukemia,SR,1.964
META-7960,beta-nicotinamide adenine dinucleotide,7,19,Leukemia,SR,2.078
META-7958,biotin,7,19,Leukemia,SR,0.111
META-7959,biotin,7,19,Leukemia,SR,0.111
META-7960,biotin,7,19,Leukemia,SR,0.111
META-7958,caffeine,7,19,Leukemia,SR,0.923
META-7959,caffeine,7,19,Leukemia,SR,0.274
META-7960,caffeine,7,19,Leukemia,SR,0.274
META-7958,carnitine,7,19,Leukemia,SR,0.831
META-7959,carnitine,7,19,Leukemia,SR,0.861
META-7960,carnitine,7,19,Leukemia,SR,0.275
META-7958,cytidine,7,19,Leukemia,SR,0.035
META-7959,cytidine,7,19,Leukemia,SR,0.035
META-7960,cytidine,7,19,Leukemia,SR,0.035
META-7958,cytidine 5'-monophosphate,7,19,Leukemia,SR,0.385
META-7959,cytidine 5'-monophosphate,7,19,Leukemia,SR,0.718
META-7960,cytidine 5'-monophosphate,7,19,Leukemia,SR,0.577
META-7958,DL-homocysteine,7,19,Leukemia,SR,0.787
META-7959,DL-homocysteine,7,19,Leukemia,SR,0.798
META-7960,DL-homocysteine,7,19,Leukemia,SR,0.098
META-7958,erythrose-4-phosphate,7,19,Leukemia,SR,0.353
META-7959,erythrose-4-phosphate,7,19,Leukemia,SR,0.306
META-7960,erythrose-4-phosphate,7,19,Leukemia,SR,0.262
META-7958,ethylmalonic acid,7,19,Leukemia,SR,0.367
META-7959,ethylmalonic acid,7,19,Leukemia,SR,0.629
META-7960,ethylmalonic acid,7,19,Leukemia,SR,0.184
META-7958,gamma-glu-cys,7,19,Leukemia,SR,2.089
META-7959,gamma-glu-cys,7,19,Leukemia,SR,1.368
META-7960,gamma-glu-cys,7,19,Leukemia,SR,0.284
META-7958,gamma-L-glutamyl-L-glutamine,7,19,Leukemia,SR,0.206
META-7959,gamma-L-glutamyl-L-glutamine,7,19,Leukemia,SR,0.206
META-7960,gamma-L-glutamyl-L-glutamine,7,19,Leukemia,SR,7.218
META-7958,gamma-L-glutamyl-L-tyrosine,7,19,Leukemia,SR,1.556
META-7959,gamma-L-glutamyl-L-tyrosine,7,19,Leukemia,SR,1.712
META-7960,gamma-L-glutamyl-L-tyrosine,7,19,Leukemia,SR,2.195
META-7958,"glutathione, reduced",7,19,Leukemia,SR,1.000
META-7959,"glutathione, reduced",7,19,Leukemia,SR,0.875
META-7960,"glutathione, reduced",7,19,Leukemia,SR,0.300
META-7958,glyceric acid,7,19,Leukemia,SR,0.580
META-7959,glyceric acid,7,19,Leukemia,SR,1.178
META-7960,glyceric acid,7,19,Leukemia,SR,1.974
META-7958,guanine,7,19,Leukemia,SR,0.072
META-7959,guanine,7,19,Leukemia,SR,0.072
META-7960,guanine,7,19,Leukemia,SR,0.072
META-7958,guanosine,7,19,Leukemia,SR,0.031
META-7959,guanosine,7,19,Leukemia,SR,0.031
META-7960,guanosine,7,19,Leukemia,SR,0.351
META-7958,guanosine 5'- monophosphate,7,19,Leukemia,SR,0.390
META-7959,guanosine 5'- monophosphate,7,19,Leukemia,SR,0.332
META-7960,guanosine 5'- monophosphate,7,19,Leukemia,SR,0.110
META-7958,homogentisate,7,19,Leukemia,SR,0.089
META-7959,homogentisate,7,19,Leukemia,SR,0.089
META-7960,homogentisate,7,19,Leukemia,SR,0.089
META-7958,hypoxanthine,7,19,Leukemia,SR,0.044
META-7959,hypoxanthine,7,19,Leukemia,SR,0.171
META-7960,hypoxanthine,7,19,Leukemia,SR,0.100
META-7958,inosine,7,19,Leukemia,SR,0.042
META-7959,inosine,7,19,Leukemia,SR,0.051
META-7960,inosine,7,19,Leukemia,SR,0.082
META-7958,"Isobar 13 includes 5-keto-D-gluconic acid, 2-keto-L-gulonic acid, D-glucuronic acid",7,19,Leukemia,SR,0.313
META-7959,"Isobar 13 includes 5-keto-D-gluconic acid, 2-keto-L-gulonic acid, D-glucuronic acid",7,19,Leukemia,SR,0.489
META-7960,"Isobar 13 includes 5-keto-D-gluconic acid, 2-keto-L-gulonic acid, D-glucuronic acid",7,19,Leukemia,SR,0.919
META-7958,"Isobar 18 includes D-fructose 1-phosphate, beta-D-fructose 6-phosphate",7,19,Leukemia,SR,0.551
META-7959,"Isobar 18 includes D-fructose 1-phosphate, beta-D-fructose 6-phosphate",7,19,Leukemia,SR,0.456
META-7960,"Isobar 18 includes D-fructose 1-phosphate, beta-D-fructose 6-phosphate",7,19,Leukemia,SR,0.430
META-7958,"Isobar 19 includes D-saccharic acid, 2-deoxy-D-galactose, 2-deoxy-D-glucose, L-fucose, L-rhamnose",7,19,Leukemia,SR,0.179
META-7959,"Isobar 19 includes D-saccharic acid, 2-deoxy-D-galactose, 2-deoxy-D-glucose, L-fucose, L-rhamnose",7,19,Leukemia,SR,0.141
META-7960,"Isobar 19 includes D-saccharic acid, 2-deoxy-D-galactose, 2-deoxy-D-glucose, L-fucose, L-rhamnose",7,19,Leukemia,SR,0.145
META-7958,"Isobar 22 includes glutamic acid, O-acetyl-L-serine",7,19,Leukemia,SR,6.734
META-7959,"Isobar 22 includes glutamic acid, O-acetyl-L-serine",7,19,Leukemia,SR,4.803
META-7960,"Isobar 22 includes glutamic acid, O-acetyl-L-serine",7,19,Leukemia,SR,4.644
META-7958,"Isobar 25 includes L-gulono-1,4-lactone, glucono-gamma-lactone",7,19,Leukemia,SR,0.491
META-7959,"Isobar 25 includes L-gulono-1,4-lactone, glucono-gamma-lactone",7,19,Leukemia,SR,0.103
META-7960,"Isobar 25 includes L-gulono-1,4-lactone, glucono-gamma-lactone",7,19,Leukemia,SR,0.103
META-7958,"Isobar 27 includes L-kynurenine, alpha-2-diamino-gamma-oxobenzenebutanoic acid",7,19,Leukemia,SR,0.700
META-7959,"Isobar 27 includes L-kynurenine, alpha-2-diamino-gamma-oxobenzenebutanoic acid",7,19,Leukemia,SR,0.498
META-7960,"Isobar 27 includes L-kynurenine, alpha-2-diamino-gamma-oxobenzenebutanoic acid",7,19,Leukemia,SR,0.086
META-7958,"Isobar 3 includes inositol 1-phosphate, mannose 6-phosphate, glucose 6-phosphate, D-mannose 1-phosphate, alpha-D-glucose 1-phosphate, alpha-D-galactose 1 phosphate",7,19,Leukemia,SR,1.103
META-7959,"Isobar 3 includes inositol 1-phosphate, mannose 6-phosphate, glucose 6-phosphate, D-mannose 1-phosphate, alpha-D-glucose 1-phosphate, alpha-D-galactose 1 phosphate",7,19,Leukemia,SR,0.786
META-7960,"Isobar 3 includes inositol 1-phosphate, mannose 6-phosphate, glucose 6-phosphate, D-mannose 1-phosphate, alpha-D-glucose 1-phosphate, alpha-D-galactose 1 phosphate",7,19,Leukemia,SR,0.492
META-7958,"Isobar 35 includes D-arabinose 5-phosphate, D-ribulose 5-phosphate, alpha-D-ribose-5-phosphate",7,19,Leukemia,SR,1.744
META-7959,"Isobar 35 includes D-arabinose 5-phosphate, D-ribulose 5-phosphate, alpha-D-ribose-5-phosphate",7,19,Leukemia,SR,0.729
META-7960,"Isobar 35 includes D-arabinose 5-phosphate, D-ribulose 5-phosphate, alpha-D-ribose-5-phosphate",7,19,Leukemia,SR,1.126
META-7958,"Isobar 36 includes D-sorbitol 6-phosphate, mannitol-1-phosphate",7,19,Leukemia,SR,1.000
META-7959,"Isobar 36 includes D-sorbitol 6-phosphate, mannitol-1-phosphate",7,19,Leukemia,SR,0.385
META-7960,"Isobar 36 includes D-sorbitol 6-phosphate, mannitol-1-phosphate",7,19,Leukemia,SR,0.629
